Resumo,Chave da item,ID da item,Tipo de item,Status,Chave do projeto,Nome do projeto,Tipo de projeto,Líder do projeto,ID do líder do projeto,Descrição do projeto,Prioridade,Resolução,Responsável,ID do responsável,Relator,ID do relator,Criador,ID do criador,Criado,Atualizado(a),Última visualização,Resolvido,Data limite,Votos,Descrição,Ambiente,Seguidores,ID dos seguidores,Estimativa original,Estimativa de trabalho restante,Tempo gasto,Razão Trabalhada,Σ da Estimativa Original,Σ Estimativa de trabalho restante,Σ de Tempo Gasto,Nível de Segurança,Anexo,Campo personalizado (Issue color),Campo personalizado (Rank),Sprint,Campo personalizado (Start date),Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerability),Campo personalizado (development),Categoria do status,Categoria do status alterada,Pai,Chave pai,Parent summary
[UX] Design da interface do dashboard,SCRUM-229,11227,Subtask,Realizando,SCRUM,CaramelStray,software,Patricia Viegas,712020:96377b47-d404-480a-915c-529a5c57d4dc,Your first project,Medium,,Patricia Viegas,712020:96377b47-d404-480a-915c-529a5c57d4dc,Patricia Viegas,712020:96377b47-d404-480a-915c-529a5c57d4dc,Patricia Viegas,712020:96377b47-d404-480a-915c-529a5c57d4dc,13/mai/26 2:51 PM,16/mai/26 5:58 PM,,,,0,"Desenhar o layout de onde ficarão os gráficos e números na tela.

PRÉVIA 

!image-20260513-181647.png|width=544,alt=""image-20260513-181647.png""!",,Patricia Viegas,712020:96377b47-d404-480a-915c-529a5c57d4dc,,,,,,,,,13/mai/26 3:17 PM;bb9821ec-08cf-45f4-88d9-c44d1b0e2e8d;image-20260513-181647.png;https://patriciamoraesviegas.atlassian.net/rest/api/3/attachment/content/10037,,0|i0018z:,SCRUM Sprint 3,,3.0,,,,Em andamento,16/mai/26 5:58 PM,11206,SCRUM-218,Dashboard
